"ID" "sec" "frame" "pos_y" "pos_x" "dY" "absdY" "cat" "gp"
"404" 1 404 4040 33.3347669365992 76.2893019285866 13.5942974667915 15.2010476726655 1 "Sti"
"405" 1 405 4049.75 31.3477784182113 66.0897723589442 -3.77585309669491 3.77585309669491 1 "Sti"
"406" 1 406 4060 33.5412568414668 68.228926426267 -0.793123367070507 1.0221767101083 1 "Sti"
"407" 1 407 4070 33.194118852773 78.0833775559751 0.542162349589972 0.588488395916031 1 "Sti"
"408" 1 408 4080 33.3149203533187 90.2670876317001 -0.536548264474391 0.547405175762336 1 "Sti"
"409" 1 409 4090 33.7336642003354 96.5135700026209 -0.397761306385924 0.397761306385924 1 "Sti"
"410" 1 410 4100 34.2992455754418 96.6895432714611 -0.221634273282035 0.604930666171867 1 "Sti"
"856" 3 404 4040 28.2542975516768 350.139112005526 -0.490597996978966 0.490597996978966 1 "Sti"
"857" 3 405 4049.75 28.4276568309448 350.251585972222 0.330816175083232 0.35223622438048 1 "Sti"
"858" 3 406 4060 28.1030952121875 350.067759690152 -0.114194020977084 0.299037787116315 1 "Sti"
"859" 3 407 4070 49.1124149574852 350.243505630137 -79.490228071679 79.490228071679 1 "Sti"
"860" 3 408 4080 187.237462323491 361.722600876752 -138.443605477114 138.443605477114 1 "Sti"
"861" 3 409 4090 272.196621247095 351.860465606748 -33.5583499653616 33.5583499653616 1 "Sti"
"862" 3 410 4100 317.921670514371 343.289609202078 -92.6821324333989 92.6821324333989 1 "Sti"
"1308" 4 404 4040 34.6425062600244 437.11716588963 1.48697954121533 2.01919150800824 1 "Sti"
"1309" 4 405 4049.75 28.7990991772807 429.506983687732 1.41307956611366 4.66117152362622 1 "Sti"
"1310" 4 406 4060 37.9236210841229 413.608557057933 -5.7141457810189 7.09892491194621 1 "Sti"
"1311" 4 407 4070 60.5461074130591 424.181556189982 -86.1876046206262 86.1876046206262 1 "Sti"
"1312" 4 408 4080 198.758369882162 436.463441795853 -150.063260450281 150.063260450281 1 "Sti"
"1313" 4 409 4090 344.812894926956 456.439236390953 -107.227903503715 107.227903503715 1 "Sti"
"1314" 4 410 4100 385.635609082626 462.022257788929 -4.55330164296964 11.3514071280737 1 "Sti"
"1760" 5 404 4040 28.6612418226582 541.36404884361 3.92181983705106 4.62275238491663 1 "Sti"
"1761" 5 405 4049.75 23.6814299146715 539.306139677643 2.53294199552953 2.53294199552953 1 "Sti"
"1762" 5 406 4060 44.5632922509137 535.046296413785 -83.3129157457853 83.3129157457853 1 "Sti"
"1763" 5 407 4070 160.922070972094 533.336580802108 -88.8700559732505 88.8700559732505 1 "Sti"
"1764" 5 408 4080 226.004585421457 557.383387590677 -63.4807315273715 63.4807315273715 1 "Sti"
"1765" 5 409 4090 285.130017496418 602.068884899232 -51.4377769766513 51.4377769766513 1 "Sti"
"1766" 5 410 4100 355.549031449093 595.155429901542 -84.9780212416746 84.9780212416746 1 "Sti"
"2212" 6 404 4040 26.9875614412675 665.017577334037 -0.310915535840241 0.317648433821315 1 "Sti"
"2213" 6 405 4049.75 27.0904436397875 664.996309818389 0.173216600933024 0.18533781305424 1 "Sti"
"2214" 6 406 4060 26.7251309142261 665.165968524691 0.3166082173164 0.318930649313266 1 "Sti"
"2215" 6 407 4070 47.2972121100339 674.088304593995 -97.0195975727462 97.0195975727462 1 "Sti"
"2216" 6 408 4080 214.651994885231 660.728356910954 -161.619175696185 161.619175696185 1 "Sti"
"2217" 6 409 4090 338.500621754084 667.510482594885 -87.4637270283001 87.4637270283001 1 "Sti"
"2218" 6 410 4100 398.176527267656 662.003095969913 -27.5880195151149 27.6437242982649 1 "Sti"
"2664" 7 404 4040 31.4977766874176 831.107879512837 5.3430081884812 6.17619792854864 1 "Sti"
"2665" 7 405 4049.75 35.0927754787957 847.184156839982 -15.1680463787641 15.1680463787641 1 "Sti"
"2666" 7 406 4060 56.9823239621856 822.179771780083 -22.9531020990448 22.9531020990448 1 "Sti"
"2667" 7 407 4070 82.557010447929 791.677515104982 -30.2791127866972 30.2791127866972 1 "Sti"
"2668" 7 408 4080 105.12964875464 789.473755426272 -14.8433219777745 14.8433219777745 1 "Sti"
"2669" 7 409 4090 120.676607511455 793.633099530878 -17.0345010592879 17.0345010592879 1 "Sti"
"2670" 7 410 4100 143.003861144862 793.545042148352 -25.9718430768083 25.9718430768083 1 "Sti"
"3116" 8 404 4040 263.990459464148 954.196452376883 -82.8157065534283 82.8157065534283 1 "Sti"
"3117" 8 405 4049.75 342.678827208995 953.684896692472 -66.7105577272409 66.7105577272409 1 "Sti"
"3118" 8 406 4060 389.568628965129 920.19509505571 -17.4055965050122 19.3459622670247 1 "Sti"
"3119" 8 407 4070 391.252516939182 929.440738715745 -0.290066848498157 4.58984604711469 1 "Sti"
"3120" 8 408 4080 391.544983818328 985.015938618608 -4.92584750402489 6.39159546748181 1 "Sti"
"3121" 8 409 4090 391.208125312259 973.044464081964 2.94379038912024 4.52867993899287 1 "Sti"
"3122" 8 410 4100 395.988969999764 931.787286256553 -7.2447039281991 7.4485686624987 1 "Sti"
"3568" 9 404 4040 8.2159549262712 1082.23658205943 0.465806606908719 0.465806606908719 1 "Sti"
"3569" 9 405 4049.75 7.84541034098567 1083.43758796611 0.0707014060968163 0.133875025790188 1 "Sti"
"3570" 9 406 4060 7.92956161202785 1083.54907273947 -0.079363053660269 0.117399005462725 1 "Sti"
"3571" 9 407 4070 25.0121618747085 1086.41605131852 -80.1030896060593 80.1030896060593 1 "Sti"
"3572" 9 408 4080 201.418393348199 1083.7832120512 -211.812702165144 211.812702165144 1 "Sti"
"3573" 9 409 4090 363.56869236476 1054.67860843961 -96.5194916249083 96.5194916249083 1 "Sti"
"3574" 9 410 4100 401.25020494088 1047.8236989465 -4.54380311343721 5.44943644706746 1 "Sti"
"4020" 10 404 4040 16.5541164298294 1175.03227671432 -4.51603851513463 4.51603851513463 1 "Sti"
"4021" 10 405 4049.75 20.9736214417314 1169.18737006989 -4.06836202109155 4.06836202109155 1 "Sti"
"4022" 10 406 4060 23.9419839315981 1165.22084154606 -1.0014520813842 1.17724986007965 1 "Sti"
"4023" 10 407 4070 24.8070374856939 1163.921699702 -32.387598464997 32.5632621797987 1 "Sti"
"4024" 10 408 4080 149.481446725142 1207.19509284315 -182.709940979118 182.709940979118 1 "Sti"
"4025" 10 409 4090 283.134367508045 1167.52714217406 -69.7157860710243 69.7157860710243 1 "Sti"
"4026" 10 410 4100 318.658483473509 1159.70644793648 -13.2850812996825 13.2850812996825 1 "Sti"
