"ID" "sec" "frame" "pos_y" "pos_x" "dY" "absdY" "cat" "gp"
"510" 1 519 5190 43.2099344788736 40.5693899600779 -0.961735073526555 1.38587282161799 1 "Sti"
"511" 1 520 5198 50.0406636519197 38.3372281199228 -156.73067990559 156.73067990559 1 "Sti"
"512" 1 522 5221 352.169426090388 64.0916241725909 -156.642593222823 156.642593222823 1 "Sti"
"513" 1 523 5230 362.31073105268 70.036581489066 -8.32914838566444 8.32914838566444 1 "Sti"
"514" 1 524 5240 368.333770724116 70.4539299707724 -2.9921946937377 2.9921946937377 1 "Sti"
"515" 1 525 5250 369.5171102423 71.9652789074176 -0.402314895487564 0.555557226525309 1 "Sti"
"516" 1 526 5260 368.98345926897 74.1630807644604 0.817073135068711 0.817073135068711 1 "Sti"
"1070" 2 519 5190 31.7210036440778 224.905306569316 -0.131248896827156 0.258696433320697 1 "Sti"
"1071" 2 520 5198 31.6936823097619 224.877734974817 -0.022258540240184 0.155556335594664 1 "Sti"
"1072" 2 521 5210 32.22634643377 224.850800582242 0.0196819792892562 0.0196819792892562 1 "Sti"
"1073" 2 522 5221 31.9412552152814 224.826037522989 -0.320764145725317 0.374575831399252 1 "Sti"
"1074" 2 523 5230 32.0081664754572 224.855140124286 0.116206690760691 0.195682092838766 1 "Sti"
"1075" 2 524 5240 31.9784171334699 224.860968420983 -0.0696744624537402 0.148385124553435 1 "Sti"
"1076" 2 525 5250 31.9710975159984 224.821138650958 0.0683895631679832 0.262301314310371 1 "Sti"
"1077" 2 526 5260 31.9191093374469 224.853093888091 0.195919066716204 0.435369292374435 1 "Sti"
"1631" 3 519 5190 25.3882639871541 280.575006416499 0.577390789097283 0.577390789097283 1 "Sti"
"1632" 3 520 5198 24.8004617228894 280.979158052836 -0.700641955189862 1.15428794448954 1 "Sti"
"1633" 3 521 5210 29.2938946528332 267.475431187373 -0.0342948117284685 0.0745329176496945 1 "Sti"
"1634" 3 522 5221 25.1009135671107 280.958452370113 0.483475970911336 1.34616250655323 1 "Sti"
"1635" 3 523 5230 25.3855911680562 280.787645951891 -0.0754345738725064 0.118766602543282 1 "Sti"
"1636" 3 524 5240 25.4270052106941 280.676440361066 -0.116979350180447 0.233485140509313 1 "Sti"
"1637" 3 525 5250 25.4339689281587 280.720301487764 0.20216437371375 0.245573048761273 1 "Sti"
"1638" 3 526 5260 25.2240339084499 280.834400722817 0.139450894564991 0.189488915804571 1 "Sti"
"2192" 4 519 5190 24.4354317320576 469.848483061209 -0.00481943591666223 0.0637112543619942 1 "Sti"
"2193" 4 520 5198 24.5551938773676 469.905558165063 -71.8529018347332 71.8529018347332 1 "Sti"
"2194" 4 521 5210 134.717391304348 460.846215780998 -17.1373121571629 17.1373121571629 1 "Sti"
"2195" 4 522 5221 191.400753225445 469.356420329089 -98.7537482842684 98.7537482842684 1 "Sti"
"2196" 4 523 5230 226.133908988653 462.044530755309 -40.2985714384629 40.2985714384629 1 "Sti"
"2197" 4 524 5240 285.063014051449 465.407925950628 -45.7172130779431 45.7172130779431 1 "Sti"
"2198" 4 525 5250 303.296113151678 472.72973465004 -9.43274268514699 9.43274268514699 1 "Sti"
"2199" 4 526 5260 312.282766003067 474.729270499646 -8.74081696619623 8.74081696619623 1 "Sti"
"2753" 5 519 5190 17.7212402868067 588.770331125686 -8.2766614593724 8.2766614593724 1 "Sti"
"2754" 5 520 5198 24.0021468264053 576.45639783529 -94.9595267230692 94.9595267230692 1 "Sti"
"2755" 5 521 5210 163.023809523809 575.857142857143 -20.4224734483903 20.4224734483903 1 "Sti"
"2756" 5 522 5221 226.27044782462 600.285996615752 -88.3452823337351 89.1794011651434 1 "Sti"
"2757" 5 523 5230 226.087208585675 598.503994027093 1.06233066256146 1.06233066256146 1 "Sti"
"2758" 5 524 5240 225.420679068361 595.496196285159 0.488006184819227 0.518565810411616 1 "Sti"
"2759" 5 525 5250 225.398268868199 592.549768679572 -0.471750137516153 0.523627969783888 1 "Sti"
"2760" 5 526 5260 216.890835850743 593.62807229218 32.6066366776198 33.0624251487832 1 "Sti"
"3314" 6 519 5190 23.7475282222346 716.030876463199 -0.267176974500135 0.267176974500135 1 "Sti"
"3315" 6 520 5198 23.9673264072256 716.204497867935 -52.3874876154148 52.3920330226487 1 "Sti"
"3316" 6 521 5210 106.00406504065 676.507113821138 -11.5026135741653 11.5026135741653 1 "Sti"
"3317" 6 522 5221 138.317141288026 660.831680287476 -56.0901917627749 56.0901917627749 1 "Sti"
"3318" 6 523 5230 147.492949687491 661.042238992287 -5.81918019651465 5.81918019651465 1 "Sti"
"3319" 6 524 5240 150.392847242173 660.23594743179 -1.3985999987986 1.79695950458239 1 "Sti"
"3320" 6 525 5250 150.669946795409 667.763113854413 2.67489030622863 2.67489030622863 1 "Sti"
"3321" 6 526 5260 146.693381483589 672.697163533127 3.51890893096316 3.51890893096316 1 "Sti"
"3875" 7 519 5190 72.7921470614603 832.45854458003 14.5576001856952 16.3635090809385 1 "Sti"
"3876" 7 520 5198 76.4527985071209 841.728718765638 -35.5473727597732 35.5473727597732 1 "Sti"
"3877" 7 521 5210 134.655767484105 848.64123524069 -5.65557459712966 5.65557459712966 1 "Sti"
"3878" 7 522 5221 133.517400955907 844.878025378533 -19.9185359646447 21.9162147583986 1 "Sti"
"3879" 7 523 5230 132.245207159984 844.388498918657 -0.545872244642851 1.26774022481652 1 "Sti"
"3880" 7 524 5240 134.607960542415 843.853798605652 -2.63904946084881 2.63904946084881 1 "Sti"
