"ID" "sec" "frame" "pos_y" "pos_x" "dY" "absdY" "cat" "gp"
"132" 1 253 2529 14.2251105835721 67.5529595733665 -24.8586957877284 24.8586957877284 1 "Sti"
"133" 1 254 2539.16666666667 76.1392806266985 73.1220599239461 -77.6668808163894 77.6668808163894 1 "Sti"
"134" 1 255 2550 153.29712457 87.7999138173442 -57.3617730006585 57.3617730006585 1 "Sti"
"135" 1 256 2560 200.785905958144 96.2540996993457 -44.2522257655384 44.2522257655384 1 "Sti"
"136" 1 257 2570 232.403818573759 96.1406843545927 -24.703773018691 24.703773018691 1 "Sti"
"137" 1 258 2580 262.097925577921 89.030635610738 -55.8770014523018 55.8770014523018 1 "Sti"
"138" 1 259 2590 329.710864622052 62.669412617723 -55.4761948693272 55.4761948693272 1 "Sti"
"4690" 2 253 2529 384.3041 192.6058 1.933524 2.080129 1 "Sti"
"4691" 2 254 2539.167 383.8753 199.4635 2.996074 2.996074 1 "Sti"
"4692" 2 255 2550 381.1976 197.4657 -5.079548 6.262122 1 "Sti"
"4693" 2 256 2560 386.8468 209.8991 0.9339717 4.701175 1 "Sti"
"4694" 2 257 2570 386.3117 213.1756 -0.2004632 2.562522 1 "Sti"
"4695" 2 258 2580 379.6848 213.3101 22.7472 22.7472 1 "Sti"
"4696" 2 259 2590 341.3682 217.1063 32.95963 32.95963 1 "Sti"
"9248" 3 253 2529 56.59224 335.2543 -4.474223 4.474223 1 "Sti"
"9249" 3 254 2539.167 66.59002 336.8395 -17.85583 17.85583 1 "Sti"
"9250" 3 255 2550 88.26133 343.0099 -11.83153 11.83153 1 "Sti"
"9251" 3 256 2560 90.92209 341.3269 -2.778859 2.778859 1 "Sti"
"9252" 3 257 2570 92.88445 338.7083 -0.4557702 0.6340381 1 "Sti"
"9253" 3 258 2580 95.17104 330.017 -13.1632 13.26617 1 "Sti"
"9254" 3 259 2590 122.6162 294.5666 -36.07617 36.07617 1 "Sti"
"13806" 4 253 2529 145.7693 460.0899 -8.398526 8.398526 1 "Sti"
"13807" 4 254 2539.167 153.2651 459.3794 -14.84576 14.84576 1 "Sti"
"13808" 4 255 2550 192.9288 424.3437 -53.41359 53.41359 1 "Sti"
"13809" 4 256 2560 235.4419 406.3592 -46.54271 46.54271 1 "Sti"
"13810" 4 257 2570 297.8629 401.3728 -49.66741 49.66741 1 "Sti"
"13811" 4 258 2580 324.8916 400.755 -28.3025 28.3025 1 "Sti"
"13812" 4 259 2590 360.5076 430.3022 -31.07194 31.07194 1 "Sti"
"18364" 5 253 2529 396.5101 554.3702 -0.01650735 0.03045345 1 "Sti"
"18365" 5 254 2539.167 396.5667 554.3855 -0.0347101 0.0347101 1 "Sti"
"18366" 5 255 2550 396.5735 554.6751 0.02859907 0.04054174 1 "Sti"
"18367" 5 256 2560 396.4764 554.3906 0.1056423 0.1067036 1 "Sti"
"18368" 5 257 2570 396.4341 554.7918 0.002285702 0.03458157 1 "Sti"
"18369" 5 258 2580 396.5185 554.708 -0.149462 0.1574268 1 "Sti"
"18370" 5 259 2590 396.5802 554.5096 0.009844023 0.02590647 1 "Sti"
"22922" 6 253 2529 64.06497 652.1461 -67.36778 67.36778 1 "Sti"
"22923" 6 254 2539.167 169.6618 662.6703 -89.33954 89.33954 1 "Sti"
"22924" 6 255 2550 237.8742 689.3864 -45.93638 45.93638 1 "Sti"
"22925" 6 256 2559.556 286.4423 666.9235 -83.82662 83.82662 1 "Sti"
"22926" 6 257 2570.5 371.3739 686.3371 -45.84907 45.84907 1 "Sti"
"22927" 6 258 2580 388.6031 687.8218 -7.624024 8.488287 1 "Sti"
"22928" 6 259 2590 387.4913 671.8119 2.460133 2.460133 1 "Sti"
"27480" 7 253 2529 55.89498 764.005 -66.50928 66.50928 1 "Sti"
"27481" 7 254 2539.167 162.432 790.3201 -61.20694 61.20694 1 "Sti"
"27482" 7 255 2550 177.0217 790.4071 -5.562715 6.452551 1 "Sti"
"27483" 7 256 2560 195.4222 782.5291 -42.75943 42.75943 1 "Sti"
"27484" 7 257 2570 226.9324 787.2749 -5.491873 7.491702 1 "Sti"
"27485" 7 258 2580 223.6589 788.7374 4.503107 4.503107 1 "Sti"
"27486" 7 259 2590 222.7311 784.7197 -9.981895 10.93875 1 "Sti"
"32038" 8 253 2529 49.98192 931.6877 -55.84817 55.84817 1 "Sti"
"32039" 8 254 2539.167 158.9958 915.6733 -100.3138 100.3138 1 "Sti"
"32040" 8 255 2550 244.2335 924.3642 -60.51665 60.51665 1 "Sti"
"32041" 8 256 2560 268.4451 943.2169 -4.651807 10.14274 1 "Sti"
"32042" 8 257 2570 265.5989 934.2208 -8.863174 10.21269 1 "Sti"
"32043" 8 258 2580 297.8846 940.0047 -42.5387 42.5387 1 "Sti"
"32044" 8 259 2590 324.6794 943.8397 -19.02287 19.02287 1 "Sti"
"36593" 9 253 2529 33.30952 1029.611 -60.9973 60.9973 1 "Sti"
"36594" 9 254 2539.2 136.7286 1028.661 -72.38698 72.38698 1 "Sti"
"36595" 9 255 2549.5 188.7109 1025.199 -57.4285 57.4285 1 "Sti"
"36596" 9 256 2560 242.9166 1022.019 -36.60365 36.60365 1 "Sti"
"36597" 9 257 2570 257.0306 1013.261 -2.147664 5.234303 1 "Sti"
"36598" 9 258 2580 255.5066 1010.653 -10.33571 12.56575 1 "Sti"
"36599" 9 259 2589.75 279.9469 1024.036 -36.8374 36.8374 1 "Sti"
