"ID" "sec" "frame" "pos_y" "pos_x" "dY" "absdY" "cat" "gp"
"9" 1 8 80.3333333333333 172.005676988108 104.036271213272 -264.715340290813 264.715340290813 1 "Sti"
"10" 1 9 90.5 398.649998073734 101.772555134193 -77.5557133940864 83.4321762986391 1 "Sti"
"11" 1 10 99.7 388.044884459025 93.8224070264068 10.3290038993206 10.3954250214328 1 "Sti"
"12" 1 11 110 387.090564120004 91.8445392346093 -3.40733299231863 3.40733299231863 1 "Sti"
"13" 1 12 119.5 391.735634414202 89.367293191449 -6.66267102274105 6.66267102274105 1 "Sti"
"14" 1 13 130.285714285714 399.616528875999 85.4330286134555 -6.83873013397033 6.83873013397033 1 "Sti"
"15" 1 14 140.555555555556 404.436938295498 83.680468435887 -1.7606695348627 1.83749353986377 1 "Sti"
"153" 2 8 80.3333333333333 202.248445044846 182.474921724803 -10.2960457492123 10.2960457492123 1 "Sti"
"154" 2 9 90.5 210.966418159726 182.255745926747 -8.27769832791418 8.27769832791418 1 "Sti"
"155" 2 10 99.7 219.911989085127 195.72204186059 -6.8321780455442 6.8321780455442 1 "Sti"
"156" 2 11 110 222.368322909999 210.483198578208 -1.17666891670083 1.1785667269198 1 "Sti"
"157" 2 12 119.5 224.158038906286 210.765773977356 -2.52923877416393 2.52923877416393 1 "Sti"
"158" 2 13 130.285714285714 227.257266561874 209.940480524816 -3.30811709757913 3.30811709757913 1 "Sti"
"159" 2 14 140.555555555556 231.595793308849 208.51746087799 -3.72622002342277 3.72622002342277 1 "Sti"
"297" 3 8 80.3333333333333 387.885404256197 299.542282873267 -26.4807659893006 26.4807659893006 1 "Sti"
"298" 3 9 90.5 406.659425483118 325.032597629156 -8.1450165607431 8.1450165607431 1 "Sti"
"299" 3 10 99.7 407.094296020456 331.738421142994 0.467022959821065 1.15024826531851 1 "Sti"
"300" 3 11 110 408.762453809894 333.429004255947 -2.26806035385977 2.26806035385977 1 "Sti"
"301" 3 12 119.5 409.98500999411 334.444539042872 -0.686967681886415 0.686967681886415 1 "Sti"
"302" 3 13 130.285714285714 410.338712108665 334.08338217812 -0.124992196160576 0.124992196160576 1 "Sti"
"303" 3 14 140.555555555556 410.428917504381 334.474271799685 -0.0699739938975767 0.0902750517136042 1 "Sti"
"441" 4 8 80.3333333333333 384.414517562798 414.586459427534 -20.91139605283 20.91139605283 1 "Sti"
"442" 4 9 90.5 400.852943107158 415.376627817245 -11.1823227291131 11.1823227291131 1 "Sti"
"443" 4 10 99.7 408.112100474487 415.792078280562 -4.15863091017394 4.15863091017394 1 "Sti"
"444" 4 11 110 409.399765518312 414.733950722721 -0.294535772315953 0.295953072140719 1 "Sti"
"445" 4 12 119.5 409.533689455587 414.261014159434 -0.0519882879042939 0.140513325125255 1 "Sti"
"446" 4 13 130.285714285714 409.532387401337 414.127738914731 0.0495201156230678 0.0608872026424478 1 "Sti"
"447" 4 14 140.555555555556 409.506369388559 414.259446080776 -0.0421016183587426 0.110047764794103 1 "Sti"
"585" 5 8 80.3333333333333 409.840003283433 606.044229822064 -0.0335810659134381 0.0908561031865815 1 "Sti"
"586" 5 9 90.5 409.864955306619 606.098479012046 -0.0292474076255189 0.0663221399508416 1 "Sti"
"587" 5 10 99.7 409.906911184457 606.122394517122 -0.0185324203068831 0.053317282310104 1 "Sti"
