"ID" "sec" "frame" "pos_y" "pos_x" "dY" "absdY" "cat" "gp"
"4" 1 14 143 4.90405281541588 66.3025321931611 0.0334768473505109 0.0334768473505109 1 "Sti"
"5" 1 15 154 5.0705596107056 66.1976885644769 -0.0153102229727624 0.0153102229727624 1 "Sti"
"6" 1 16 155 4.16845878136201 68.8551971326165 0.0321795696986866 0.0321795696986866 1 "Sti"
"1402" 3 14 143 6.16233890463305 319.804375370866 -34.8954338055275 34.8954338055275 1 "Sti"
"1403" 3 15 154 6.23399246704331 320.222222222222 -32.8245165714509 32.8245165714509 1 "Sti"
"1404" 3 16 155 5.97165066300869 319.079103795153 -31.9969820550779 31.9969820550779 1 "Sti"
"2881" 5 14 143 8.36710892774254 588.756698385683 -39.8370327012163 39.8370327012163 1 "Sti"
"2882" 5 15 154 8.33333333333333 589.140606060606 -39.9028648018347 39.9028648018347 1 "Sti"
"2883" 5 16 155 8.25497076023392 587.865497076023 -39.8958746027542 39.8958746027542 1 "Sti"
"4476" 7 14 143 4.8309479232749 786.136056053268 -0.00394624026264268 0.00394624026264268 1 "Sti"
"4477" 7 15 154 4.12103174603175 794.937830687831 -0.0075555841887498 0.0075555841887498 1 "Sti"
"4478" 7 16 155 3.71406727828746 795.522935779817 -0.0196816220466207 0.0196816220466207 1 "Sti"
"5733" 8 14 143 6.13535781544256 957.635828625235 0.00961177644087119 0.00961177644087119 1 "Sti"
"5734" 8 15 154 6.15713621571362 957.642026964203 0.000866013071894933 0.000866013071894933 1 "Sti"
"5735" 8 16 155 6.19337016574586 957.480662983425 0.0105582272687155 0.0105582272687155 1 "Sti"
"7337" 9 14 143 6.51332455409024 1058.63148211308 -40.1093391336542 40.1093391336542 1 "Sti"
"7338" 9 15 154 6.47885402455662 1058.82628467485 -40.0809516651249 40.0809516651249 1 "Sti"
"7339" 9 16 155 6.47930877671669 1058.80991359709 -40.0666280695735 40.0666280695735 1 "Sti"
"8927" 10 14 143 7.30720720720721 1156.30630630631 -1.05273224043716 1.05273224043716 1 "Sti"
"8928" 10 15 154 7.32969034608379 1156.36429872495 -1.05647929194971 1.05647929194971 1 "Sti"
"8929" 10 16 155 7.28442028985507 1156.02355072464 -1.65485849766672 1.65485849766672 1 "Sti"
"3074" 5 914 9143 7.36021505376344 578.895698924731 -0.00916788821872228 0.00916788821872228 4 "Sti"
"3075" 5 915 9153 7.41223556317896 579.140651801029 0.00865958952583057 0.00865958952583057 4 "Sti"
"3076" 5 916 9159 7.41851220897217 579.912549687677 -0.000600254777070042 0.000600254777070042 4 "Sti"
"4664" 7 914 9143 4.45857699805068 821.972709551657 0.0249870638416887 0.0249870638416887 4 "Sti"
"4665" 7 915 9153 4.52297165200391 822.071358748778 0.00745854424856063 0.00745854424856063 4 "Sti"
"4666" 7 916 9159 4.51580459770115 822.399904214559 0.0226386639311809 0.0226386639311809 4 "Sti"
"5926" 8 914 9143 7.57843137254902 971.449346405229 -0.000574967555401429 0.000574967555401429 4 "Sti"
"5927" 8 915 9153 7.50617283950617 971.600308641975 0.00811627757412037 0.00811627757412037 4 "Sti"
"5928" 8 916 9159 7.64031007751938 971.455813953488 -0.00869414014953929 0.00869414014953929 4 "Sti"
"7529" 9 914 9143 7.66666666666667 1030.47504025765 -0.00536697090896698 0.00536697090896698 4 "Sti"
"7530" 9 915 9153 7.65700483091787 1030.4154589372 -0.00300687285223411 0.00300687285223411 4 "Sti"
"7531" 9 916 9159 7.75376884422111 1030.77721943049 0.00599453711833053 0.00599453711833053 4 "Sti"
"9120" 10 914 9143 375.686617647059 1229.27520424837 -40.0915020623738 40.0915020623738 4 "Sti"
"9121" 10 915 9153 271.804718564217 1227.00730082993 32.9040714309239 32.9040714309239 4 "Sti"
"9122" 10 916 9159 401.444805071013 1211.86876529088 76.8964477480627 76.8964477480627 4 "Sti"
"297" 1 1514 15141.25 6.31052440049953 47.3415304501235 -0.0157933898595211 0.0157933898595211 6 "Sti"
"298" 1 1515 15150.4 6.30631075092867 47.2112017800057 -0.00435958432156536 0.0197157179239253 6 "Sti"
"299" 1 1516 15158 6.32835089557473 47.0850462816279 -0.00792786083415642 0.00889475142130003 6 "Sti"
"300" 1 1517 15167 6.31746031746032 47.5690943043884 -0.000220172349671088 0.000220172349671088 6 "Sti"
"301" 1 1520 15205 6.27599067599068 46.9072261072261 0.00163307559048409 0.00163307559048409 6 "Sti"
"1694" 3 1514 15141.25 9.27477071521228 351.448297442613 0.017647348604072 0.017647348604072 6 "Sti"
"1695" 3 1515 15150.4 9.25527418723071 351.764353701528 0.0383227700862445 0.0383227700862445 6 "Sti"
"1696" 3 1516 15158 9.22968842767783 351.936657309003 -0.0224349002342592 0.0224349002342592 6 "Sti"
"1697" 3 1517 15167 9.11413043478261 351.760869565217 -0.00048309178744077 0.00048309178744077 6 "Sti"
"1698" 3 1520 15205 9.3879781420765 351.76320582878 0.00625877043273881 0.00625877043273881 6 "Sti"
"3293" 5 1514 15141.25 9.63785765686825 529.278518154069 -0.0455015001026133 0.0507143975298696 6 "Sti"
"3294" 5 1515 15150.4 9.63887821607828 529.253589452249 -0.0336446515313078 0.0634174361521254 6 "Sti"
"3295" 5 1516 15158 9.73934828030512 529.184040568274 -0.0168939814278986 0.0518150080950903 6 "Sti"
"3296" 5 1517 15167 9.66013071895425 529.542483660131 0.00751883142157261 0.00751883142157261 6 "Sti"
"3297" 5 1520 15205 9.86356589147287 529.02480620155 0.0149560795191856 0.0149560795191856 6 "Sti"
