,frame,pos_x,pos_y,size,id
0,1.0,516.7520729684908,33.66169154228856,201.0,A
1,1.0,659.4723991507431,220.88959660297238,157.0,B
2,1.0,823.0328336902212,20.050678087080655,233.5,C
3,1.0,162.98756906077347,31.61878453038674,362.0,D
4,1.0,92.90969162995594,382.6284875183553,227.0,E
5,1.0,1189.282152230971,9.010498687664041,127.0,F
6,1.0,406.0272373540856,368.0311284046693,257.0,G
7,1.0,291.8764988009592,381.265587529976,278.0,H
8,1.0,896.3792207792208,388.7220779220779,192.5,I
9,1.0,1034.7081524360829,57.27930535455861,345.5,J
10,2.0,516.570219966159,33.612521150592215,197.0,A
11,2.0,661.5289855072463,231.61387163561074,161.0,B
12,2.0,821.4296296296296,19.4237037037037,225.0,C
13,2.0,163.22398081534772,31.727577937649876,347.5,D
14,2.0,92.91885964912281,382.4788011695906,228.0,E
15,2.0,1189.4879032258063,8.208333333333332,124.0,F
16,2.0,406.5926666666666,368.682,250.0,G
17,2.0,291.87915936952714,380.4734384121424,285.5,H
18,2.0,897.29474812433,387.14147909967846,155.5,I
19,2.0,1036.4902797534376,57.83357041251778,351.5,J
20,3.0,516.3760683760684,35.07264957264957,195.0,A
21,3.0,661.7419047619047,236.36476190476188,175.0,B
22,3.0,815.4424119241191,9.945121951219512,246.0,C
23,3.0,163.2589995324918,31.988312295465168,356.5,D
24,3.0,92.937675070028,382.16386554621846,238.0,E
25,3.0,1189.4879032258063,8.208333333333332,124.0,F
26,3.0,406.406,369.30333333333334,250.0,G
27,3.0,291.11929824561406,381.246783625731,285.0,H
28,3.0,900.7802469135803,387.6839506172839,202.5,I
29,4.0,516.3689236111111,35.4375,192.0,A
30,4.0,661.4760661444734,237.42471714534375,191.5,B
31,4.0,814.8754901960783,10.00294117647059,170.0,C
32,4.0,163.36485195797516,31.730659025787965,349.0,D
33,4.0,92.84912280701754,381.79508771929824,237.5,E
34,4.0,1189.4877734877734,7.902187902187902,129.5,F
35,4.0,406.2098039215686,369.1607843137255,255.0,G
36,4.0,290.74231678486996,381.6826241134752,282.0,H
37,4.0,901.0578990901571,387.0314309346567,201.5,I
38,5.0,1047.1338797814208,80.85974499089252,366.0,A
39,5.0,657.547987616099,242.1702786377709,161.5,B
40,5.0,810.6454465075154,10.420866489832006,188.5,C
41,5.0,163.3568738229755,31.396892655367232,354.0,D
42,5.0,92.60666666666665,380.8086666666666,250.0,E
43,5.0,1190.2028985507245,7.431884057971014,115.0,F
44,5.0,405.99036608863196,368.80603725112394,259.5,G
45,5.0,290.60931899641577,382.47491039426524,279.0,H
46,5.0,899.9075829383886,386.83175355450237,211.0,I
47,5.0,516.4177777777777,37.02044444444444,187.5,J
48,6.0,1048.7908404154862,82.30547686496695,353.0,A
49,6.0,658.433056325023,246.26500461680516,180.5,B
50,6.0,810.3242999096657,10.099367660343269,184.5,C
51,6.0,163.3568738229755,31.396892655367232,354.0,D
52,6.0,92.81272727272727,381.4133333333333,275.0,E
53,6.0,1190.3333333333333,7.478518518518518,112.5,F
54,6.0,405.4797979797979,369.0435606060606,264.0,G
55,6.0,290.4661921708185,382.73546856465003,281.0,H
56,6.0,899.27492211838,386.5521806853582,214.0,I
57,6.0,516.4177777777777,37.02044444444444,187.5,J
58,7.0,1049.8685314685315,84.08578088578088,357.5,A
59,7.0,663.3015873015872,247.40873015873015,168.0,B
60,7.0,808.5476772616137,10.346373268133657,204.5,C
61,7.0,163.66481994459835,31.78808864265928,361.0,D
62,7.0,99.28621291448515,384.63612565445027,191.0,E
63,7.0,1191.0987654320986,6.930555555555555,108.0,F
64,7.0,405.1792510742787,369.3707796193984,271.5,G
65,7.0,291.41007615700056,381.3608670181605,284.5,H
66,7.0,897.8148984198646,386.16177577125654,221.5,I
67,7.0,516.6283034953111,37.82779198635976,195.5,J
68,8.0,1049.6916666666666,84.95046296296296,360.0,A
69,8.0,671.1057347670251,248.13620071684585,186.0,B
70,8.0,808.7472527472528,11.286446886446885,227.5,C
71,8.0,163.88531468531468,32.07319347319347,357.5,D
72,8.0,95.68704156479218,387.11898940505296,204.5,E
73,8.0,1191.2554517133956,7.224299065420561,107.0,F
74,8.0,404.97057057057054,369.0138138138138,277.5,G
75,8.0,290.8582903040734,380.7257601835915,290.5,H
76,8.0,897.1074074074073,385.6259259259259,225.0,I
77,8.0,516.5350877192982,38.24561403508772,190.0,J
78,9.0,1049.3627992633517,85.33471454880294,362.0,A
79,9.0,674.5845181674565,251.7472353870458,211.0,B
80,9.0,808.1157088122604,11.706513409961685,217.5,C
81,9.0,163.87883008356545,31.84958217270195,359.0,D
82,9.0,92.33333333333333,387.9766323024055,242.5,E
83,9.0,1191.1797235023041,7.2734254992319505,108.5,F
84,9.0,404.97057057057054,369.0138138138138,277.5,G
85,9.0,290.81315644002206,380.01381978993913,301.5,H
86,9.0,896.539717891611,385.45063103192274,224.5,I
87,9.0,516.3862007168459,38.97670250896057,186.0,J
88,10.0,1048.9823584029712,85.81894150417827,359.0,A
89,10.0,678.6239316239315,254.48888888888885,195.0,B
90,10.0,808.4620630861039,12.81074168797954,195.5,C
91,10.0,163.9297272306981,31.684234858992138,360.5,D
92,10.0,87.89789789789789,388.56696696696696,277.5,E
93,10.0,1191.1162790697674,7.29922480620155,107.5,F
94,10.0,405.19824890556595,368.4358974358974,266.5,G
95,10.0,291.30166398282336,378.7444981213097,310.5,H
96,10.0,895.4068058778035,385.6365042536736,215.5,I
97,10.0,516.5446927374302,40.82588454376164,179.0,J
98,11.0,1046.4290947148088,88.54526425954997,318.5,A
99,11.0,678.9937943262411,268.4219858156028,188.0,B
100,11.0,809.6690879741727,13.526230831315576,206.5,C
101,11.0,163.91960507757406,31.32393041842971,354.5,D
102,11.0,84.47065158858373,389.1303177167474,309.5,E
103,11.0,1191.0220125786163,7.320754716981132,106.0,F
104,11.0,402.31457955232906,369.6914700544465,275.5,G
105,11.0,290.92179072276156,378.98327939590075,309.0,H
106,11.0,894.5597624350407,385.2821083890126,224.5,I
107,11.0,516.9646330680813,41.53580901856764,188.5,J
108,12.0,1043.96933560477,94.52243043725156,293.5,A
109,12.0,679.2012195121952,271.7621951219512,164.0,B
110,12.0,810.590243902439,13.927642276422764,205.0,C
111,12.0,164.07059373539036,31.27723235156615,356.5,D
112,12.0,82.80324437467294,389.156462585034,318.5,E
113,12.0,1191.0623973727422,7.068965517241379,101.5,F
114,12.0,401.414686825054,366.72498200143986,231.5,G
115,12.0,290.597547380156,379.0730211817168,299.0,H
116,12.0,892.0963855421687,385.3887550200803,207.5,I
117,12.0,517.1462306993642,42.83106267029973,183.5,J
118,13.0,1043.6533923303834,101.66666666666667,339.0,A
119,13.0,680.420998980632,275.17838939857285,163.5,B
