,frame,pos_x,pos_y,size,id
0,1.0,278.61070559610704,82.07907542579075,137.0,A
1,1.0,199.1546052631579,390.656798245614,152.0,B
2,2.0,276.2822222222222,80.12777777777778,150.0,A
3,2.0,199.18666666666667,390.46888888888884,150.0,B
4,3.0,276.1217292377702,80.23094425483504,146.5,A
5,3.0,199.1672278338945,390.32323232323233,148.5,B
6,4.0,276.34978070175436,80.57894736842105,152.0,A
7,4.0,199.11223344556677,390.1683501683502,148.5,B
8,4.0,35.85117227319062,332.38430173292556,163.5,C
9,5.0,276.48538011695905,80.74035087719298,142.5,A
10,5.0,199.19160997732425,390.4024943310657,147.0,B
11,5.0,36.253715498938426,330.69639065817404,157.0,C
12,6.0,277.44590163934424,82.6207650273224,152.5,A
13,6.0,199.13956170703574,390.42560553633217,144.5,B
14,7.0,278.1552346570397,83.89891696750902,138.5,A
15,7.0,199.15384615384616,390.4627039627039,143.0,B
16,8.0,277.43122676579924,84.11028500619578,134.5,A
17,8.0,199.05944055944056,389.7319347319347,143.0,B
18,9.0,276.16768916155416,83.66973415132924,163.0,A
19,9.0,199.0962199312715,390.0515463917526,145.5,B
20,10.0,275.75657894736844,83.60526315789474,152.0,A
21,10.0,199.09670079635947,390.08191126279866,146.5,B
22,11.0,284.1964769647696,80.6111111111111,123.0,A
23,11.0,199.1060606060606,390.6282051282051,143.0,B
24,12.0,290.1934156378601,79.62962962962963,121.5,A
25,12.0,199.09619686800895,390.02796420581655,149.0,B
26,13.0,291.31081081081084,79.11561561561561,111.0,A
27,13.0,199.0867117117117,390.1632882882883,148.0,B
28,13.0,25.33182503770739,280.57466063348414,110.5,C
29,14.0,305.578811369509,66.7235142118863,129.0,A
30,14.0,199.07903780068727,390.7147766323024,145.5,B
31,14.0,25.954666666666665,275.412,125.0,C
32,15.0,308.6311728395062,65.19598765432099,108.0,A
33,15.0,199.0650406504065,390.67131242740993,143.5,B
34,15.0,26.795833333333334,274.14166666666665,120.0,C
35,16.0,311.5148148148148,66.46111111111111,90.0,A
36,16.0,199.0650406504065,390.67131242740993,143.5,B
37,16.0,27.140151515151516,272.48989898989896,132.0,C
38,17.0,314.2768361581921,63.28813559322034,88.5,A
39,17.0,199.06689734717415,390.719723183391,144.5,B
40,17.0,27.263736263736263,270.7069597069597,136.5,C
41,18.0,315.56028368794324,64.20744680851064,94.0,A
42,18.0,199.077892325315,390.6185567010309,145.5,B
43,18.0,27.410161090458487,270.0,134.5,C
44,19.0,318.4775641025641,59.59455128205128,104.0,A
45,19.0,199.10994152046783,390.63157894736844,142.5,B
46,19.0,26.583333333333332,268.30797101449275,138.0,C
47,24.0,339.25574712643675,40.83908045977011,116.0,A
48,24.0,199.0787037037037,390.7997685185185,144.0,B
49,24.0,48.88804071246819,245.0063613231552,131.0,C
50,25.0,344.0117474302496,36.76945668135095,113.5,A
51,25.0,199.0787037037037,390.7997685185185,144.0,B
52,26.0,343.0220994475138,38.37384898710865,90.5,A
53,26.0,199.0787037037037,390.7997685185185,144.0,B
54,27.0,343.7546296296296,37.02777777777778,108.0,A
55,27.0,197.13536379018612,396.1269035532995,98.5,B
56,27.0,63.70678127984718,219.1193887297039,174.5,C
57,28.0,343.3474178403756,38.582159624413144,106.5,A
58,28.0,189.1896792189679,386.7629009762901,119.5,B
59,29.0,339.7809139784946,35.01747311827957,124.0,A
60,29.0,187.11350574712642,386.88793103448273,116.0,B
61,30.0,337.4161849710983,30.984585741811173,86.5,A
62,30.0,186.92,385.33629629629627,112.5,B
63,32.0,330.75047619047615,18.194285714285716,87.5,A
64,32.0,188.015625,384.10546875,128.0,B
65,36.0,326.49593495934954,12.451219512195122,82.0,A
66,36.0,192.97904761904758,375.32190476190476,87.5,B
67,37.0,325.85792349726773,12.53551912568306,91.5,A
68,37.0,195.1513687600644,372.53301127214166,103.5,B
69,37.0,89.54505971769815,196.70901194353962,153.5,C
70,38.0,325.6779661016949,12.926553672316384,88.5,A
71,38.0,198.3570581257414,367.97153024911034,140.5,B
72,38.0,92.57115009746589,192.1793372319688,171.0,C
73,39.0,324.7895716945996,13.104283054003723,89.5,A
74,39.0,198.26845637583892,366.5492170022371,149.0,B
75,40.0,323.7263157894737,13.275438596491226,95.0,A
76,40.0,197.6631205673759,366.36524822695037,141.0,B
77,40.0,91.56425120772946,190.75169082125603,172.5,C
78,41.0,323.1704980842912,13.925287356321839,87.0,A
79,41.0,197.07142857142858,357.1862745098039,119.0,B
80,41.0,91.49802761341222,190.7179487179487,169.0,C
81,42.0,322.0677083333333,14.704861111111109,96.0,A
82,42.0,197.0704402515723,353.92075471698115,132.5,B
83,43.0,321.8514680483592,15.455958549222798,96.5,A
84,43.0,197.22262773722628,350.64233576642334,137.0,B
85,43.0,90.59598853868195,191.84431709646606,174.5,C
86,44.0,320.66188197767144,16.114832535885167,104.5,A
87,44.0,198.0782051282051,349.1461538461538,130.0,B
88,44.0,89.66565040650406,192.66158536585365,164.0,C
89,45.0,320.2061855670103,16.802405498281786,97.0,A
90,45.0,198.57610062893082,348.52955974842763,132.5,B
91,45.0,89.41165234001909,192.46131805157594,174.5,C
92,46.0,319.7035087719298,17.626315789473683,95.0,A
93,46.0,199.515503875969,347.25581395348837,129.0,B
94,46.0,86.75124378109452,181.80721393034824,134.0,C
95,47.0,319.3957307060755,18.454844006568145,101.5,A
96,47.0,199.95149253731344,346.0,134.0,B
97,47.0,84.98572884811416,174.66870540265035,163.5,C
98,48.0,319.42986425339365,18.971342383107086,110.5,A
